start_time,end_time,start_time_iso,end_time_iso,input_tokens,output_tokens,num_model_requests,project_id_x,user_id,api_key_id,model,batch,service_tier,input_cached_tokens,input_uncached_tokens,input_audio_tokens,output_audio_tokens,amount_value,amount_currency,line_item,project_id_y,organization_id,organization_name
1735689600,1735776000,2025-01-01T00:00:00+00:00,2025-01-02T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1735776000,1735862400,2025-01-02T00:00:00+00:00,2025-01-03T00:00:00+00:00,33983.0,1559.0,37.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,33983.0,0.0,0.0,0.1005474999999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1735862400,1735948800,2025-01-03T00:00:00+00:00,2025-01-04T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1735948800,1736035200,2025-01-04T00:00:00+00:00,2025-01-05T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1736035200,1736121600,2025-01-05T00:00:00+00:00,2025-01-06T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1736121600,1736208000,2025-01-06T00:00:00+00:00,2025-01-07T00:00:00+00:00,165428.0,12093.0,184.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,165428.0,0.0,0.0,0.5345,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736208000,1736294400,2025-01-07T00:00:00+00:00,2025-01-08T00:00:00+00:00,36484.0,9556.0,122.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,36484.0,0.0,0.0,2.1663662,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736208000,1736294400,2025-01-07T00:00:00+00:00,2025-01-08T00:00:00+00:00,724988.0,34413.0,735.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,1152.0,723836.0,0.0,0.0,2.1663662,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736294400,1736380800,2025-01-08T00:00:00+00:00,2025-01-09T00:00:00+00:00,7362.0,8006.0,97.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,7362.0,0.0,0.0,0.9770604,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736294400,1736380800,2025-01-08T00:00:00+00:00,2025-01-09T00:00:00+00:00,337317.0,12786.0,316.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,337317.0,0.0,0.0,0.9770604,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736380800,1736467200,2025-01-09T00:00:00+00:00,2025-01-10T00:00:00+00:00,649633.0,24778.0,636.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,649633.0,0.0,0.0,1.88339285,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736380800,1736467200,2025-01-09T00:00:00+00:00,2025-01-10T00:00:00+00:00,13829.0,15760.0,189.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,13829.0,0.0,0.0,1.88339285,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736467200,1736553600,2025-01-10T00:00:00+00:00,2025-01-11T00:00:00+00:00,163313.0,4800.0,158.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,163313.0,0.0,0.0,0.4727053999999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736467200,1736553600,2025-01-10T00:00:00+00:00,2025-01-11T00:00:00+00:00,77722.0,7941.0,77.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,77722.0,0.0,0.0,0.4727053999999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736553600,1736640000,2025-01-11T00:00:00+00:00,2025-01-12T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1736640000,1736726400,2025-01-12T00:00:00+00:00,2025-01-13T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1736726400,1736812800,2025-01-13T00:00:00+00:00,2025-01-14T00:00:00+00:00,26711.0,4819.0,33.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,26711.0,0.0,0.0,0.23720305,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736726400,1736812800,2025-01-13T00:00:00+00:00,2025-01-14T00:00:00+00:00,80782.0,2835.0,78.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,80782.0,0.0,0.0,0.23720305,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736812800,1736899200,2025-01-14T00:00:00+00:00,2025-01-15T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1736899200,1736985600,2025-01-15T00:00:00+00:00,2025-01-16T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1736985600,1737072000,2025-01-16T00:00:00+00:00,2025-01-17T00:00:00+00:00,54.0,33.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,54.0,0.0,0.0,0.0089828999999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1736985600,1737072000,2025-01-16T00:00:00+00:00,2025-01-17T00:00:00+00:00,3110.0,118.0,3.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,3110.0,0.0,0.0,0.0089828999999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1737072000,1737158400,2025-01-17T00:00:00+00:00,2025-01-18T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1737158400,1737244800,2025-01-18T00:00:00+00:00,2025-01-19T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1737244800,1737331200,2025-01-19T00:00:00+00:00,2025-01-20T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1737331200,1737417600,2025-01-20T00:00:00+00:00,2025-01-21T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1737417600,1737504000,2025-01-21T00:00:00+00:00,2025-01-22T00:00:00+00:00,5170.0,256.0,5.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,5170.0,0.0,0.0,0.015485,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1737504000,1737590400,2025-01-22T00:00:00+00:00,2025-01-23T00:00:00+00:00,213.0,138.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,213.0,0.0,0.0,0.03590475,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1737504000,1737590400,2025-01-22T00:00:00+00:00,2025-01-23T00:00:00+00:00,12440.0,469.0,12.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,12440.0,0.0,0.0,0.03590475,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1737590400,1737676800,2025-01-23T00:00:00+00:00,2025-01-24T00:00:00+00:00,6194.0,269.0,6.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,6194.0,0.0,0.0,0.018175,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1737676800,1737763200,2025-01-24T00:00:00+00:00,2025-01-25T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1737763200,1737849600,2025-01-25T00:00:00+00:00,2025-01-26T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1737849600,1737936000,2025-01-26T00:00:00+00:00,2025-01-27T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1737936000,1738022400,2025-01-27T00:00:00+00:00,2025-01-28T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1738022400,1738108800,2025-01-28T00:00:00+00:00,2025-01-29T00:00:00+00:00,12439.0,646.0,12.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,12439.0,0.0,0.0,0.03762815,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738022400,1738108800,2025-01-28T00:00:00+00:00,2025-01-29T00:00:00+00:00,239.0,58.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,239.0,0.0,0.0,0.03762815,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738108800,1738195200,2025-01-29T00:00:00+00:00,2025-01-30T00:00:00+00:00,16583.0,623.0,16.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,16583.0,0.0,0.0,0.0478402,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738108800,1738195200,2025-01-29T00:00:00+00:00,2025-01-30T00:00:00+00:00,358.0,165.0,5.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,358.0,0.0,0.0,0.0478402,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738195200,1738281600,2025-01-30T00:00:00+00:00,2025-01-31T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1738281600,1738367999,2025-01-31T00:00:00+00:00,2025-01-31T23:59:59+00:00,,,,,,,,,,,,,,,,,,,
1738281600,1738368000,2025-01-31T00:00:00+00:00,2025-02-01T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1738368000,1738454400,2025-02-01T00:00:00+00:00,2025-02-02T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1738454400,1738540800,2025-02-02T00:00:00+00:00,2025-02-03T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1738540800,1738627200,2025-02-03T00:00:00+00:00,2025-02-04T00:00:00+00:00,6383.0,3299.0,23.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,6383.0,0.0,0.0,27.37650685,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738540800,1738627200,2025-02-03T00:00:00+00:00,2025-02-04T00:00:00+00:00,9138936.0,452623.0,8827.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,9138936.0,0.0,0.0,27.37650685,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738627200,1738713600,2025-02-04T00:00:00+00:00,2025-02-05T00:00:00+00:00,23108953.0,1106711.0,21728.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,1024.0,23107929.0,0.0,0.0,68.89234029999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738627200,1738713600,2025-02-04T00:00:00+00:00,2025-02-05T00:00:00+00:00,13518.0,9372.0,14.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,o3-mini-2025-01-31,,default,0.0,13518.0,0.0,0.0,68.89234029999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738627200,1738713600,2025-02-04T00:00:00+00:00,2025-02-05T00:00:00+00:00,1822.0,1409.0,9.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,1822.0,0.0,0.0,68.89234029999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738713600,1738800000,2025-02-05T00:00:00+00:00,2025-02-06T00:00:00+00:00,7506646.0,388173.0,7240.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,7506646.0,0.0,0.0,22.648345,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738800000,1738886400,2025-02-06T00:00:00+00:00,2025-02-07T00:00:00+00:00,18375198.0,976216.0,17755.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,1664.0,18373534.0,0.0,0.0,55.69812315,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738800000,1738886400,2025-02-06T00:00:00+00:00,2025-02-07T00:00:00+00:00,61.0,65.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,61.0,0.0,0.0,55.69812315,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738886400,1738972800,2025-02-07T00:00:00+00:00,2025-02-08T00:00:00+00:00,19268.0,663.0,17.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,4608.0,14660.0,0.0,0.0,0.04921805,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738886400,1738972800,2025-02-07T00:00:00+00:00,2025-02-08T00:00:00+00:00,487.0,175.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,487.0,0.0,0.0,0.04921805,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1738972800,1739059200,2025-02-08T00:00:00+00:00,2025-02-09T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1739059200,1739145600,2025-02-09T00:00:00+00:00,2025-02-10T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1739145600,1739232000,2025-02-10T00:00:00+00:00,2025-02-11T00:00:00+00:00,4671.0,293.0,7.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,4671.0,0.0,0.0,0.0146075,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739232000,1739318400,2025-02-11T00:00:00+00:00,2025-02-12T00:00:00+00:00,225.0,264.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,,gpt-4o-mini-2024-07-18,,default,0.0,225.0,0.0,0.0,0.12063215,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739232000,1739318400,2025-02-11T00:00:00+00:00,2025-02-12T00:00:00+00:00,30003.0,1472.0,29.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,,gpt-4o-2024-08-06,,default,0.0,30003.0,0.0,0.0,0.12063215,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739232000,1739318400,2025-02-11T00:00:00+00:00,2025-02-12T00:00:00+00:00,10357.0,482.0,10.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,10357.0,0.0,0.0,0.12063215,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739318400,1739404800,2025-02-12T00:00:00+00:00,2025-02-13T00:00:00+00:00,1244.0,102.0,2.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,1244.0,0.0,0.0,0.0320974999999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739318400,1739404800,2025-02-12T00:00:00+00:00,2025-02-13T00:00:00+00:00,9315.0,468.0,9.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,,gpt-4o-2024-08-06,,default,0.0,9315.0,0.0,0.0,0.0320974999999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739404800,1739491200,2025-02-13T00:00:00+00:00,2025-02-14T00:00:00+00:00,57.0,82.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,57.0,0.0,0.0,0.04184275,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739404800,1739491200,2025-02-13T00:00:00+00:00,2025-02-14T00:00:00+00:00,14510.0,551.0,14.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,14510.0,0.0,0.0,0.04184275,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739491200,1739577600,2025-02-14T00:00:00+00:00,2025-02-15T00:00:00+00:00,519.0,413.0,3.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,519.0,0.0,0.0,0.0360156499999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739491200,1739577600,2025-02-14T00:00:00+00:00,2025-02-15T00:00:00+00:00,11920.0,589.0,12.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,11920.0,0.0,0.0,0.0360156499999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739577600,1739664000,2025-02-15T00:00:00+00:00,2025-02-16T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1739664000,1739750400,2025-02-16T00:00:00+00:00,2025-02-17T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1739750400,1739836800,2025-02-17T00:00:00+00:00,2025-02-18T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1739836800,1739923200,2025-02-18T00:00:00+00:00,2025-02-19T00:00:00+00:00,39855.0,2064.0,48.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,39855.0,0.0,0.0,0.1203351,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739836800,1739923200,2025-02-18T00:00:00+00:00,2025-02-19T00:00:00+00:00,168.0,54.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,168.0,0.0,0.0,0.1203351,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739923200,1740009600,2025-02-19T00:00:00+00:00,2025-02-20T00:00:00+00:00,179941.0,4800.0,149.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,105600.0,74341.0,0.0,0.0,0.3663342999999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1739923200,1740009600,2025-02-19T00:00:00+00:00,2025-02-20T00:00:00+00:00,1352.0,465.0,8.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,1352.0,0.0,0.0,0.3663342999999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740009600,1740096000,2025-02-20T00:00:00+00:00,2025-02-21T00:00:00+00:00,219769.0,5975.0,172.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,133376.0,86393.0,0.0,0.0,0.4428881,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740009600,1740096000,2025-02-20T00:00:00+00:00,2025-02-21T00:00:00+00:00,1204.0,425.0,7.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,1204.0,0.0,0.0,0.4428881,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740096000,1740182400,2025-02-21T00:00:00+00:00,2025-02-22T00:00:00+00:00,156.0,52.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,156.0,0.0,0.0,0.1601546,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740096000,1740182400,2025-02-21T00:00:00+00:00,2025-02-22T00:00:00+00:00,55996.0,2411.0,53.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,3200.0,52796.0,0.0,0.0,0.1601546,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740182400,1740268800,2025-02-22T00:00:00+00:00,2025-02-23T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1740268800,1740355200,2025-02-23T00:00:00+00:00,2025-02-24T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1740355200,1740441600,2025-02-24T00:00:00+00:00,2025-02-25T00:00:00+00:00,33695.0,1523.0,18.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,33695.0,0.0,0.0,0.29084055,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
