start_time,end_time,start_time_iso,end_time_iso,input_tokens,output_tokens,num_model_requests,project_id_x,user_id,api_key_id,model,batch,service_tier,input_cached_tokens,input_uncached_tokens,input_audio_tokens,output_audio_tokens,amount_value,amount_currency,line_item,project_id_y,organization_id,organization_name
1740355200,1740441600,2025-02-24T00:00:00+00:00,2025-02-25T00:00:00+00:00,118077.0,4520.0,99.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,44416.0,73661.0,0.0,0.0,0.29084055,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740441600,1740528000,2025-02-25T00:00:00+00:00,2025-02-26T00:00:00+00:00,168525.0,6137.0,104.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,168525.0,0.0,0.0,0.6261834500000001,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740441600,1740528000,2025-02-25T00:00:00+00:00,2025-02-26T00:00:00+00:00,315841.0,7994.0,231.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,217856.0,97985.0,0.0,0.0,0.6261834500000001,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740528000,1740614400,2025-02-26T00:00:00+00:00,2025-02-27T00:00:00+00:00,36311.0,3042.0,48.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,36311.0,0.0,0.0,0.35703435,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740528000,1740614400,2025-02-26T00:00:00+00:00,2025-02-27T00:00:00+00:00,217941.0,3739.0,101.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,185984.0,31957.0,0.0,0.0,0.35703435,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740614400,1740700800,2025-02-27T00:00:00+00:00,2025-02-28T00:00:00+00:00,217825.0,4949.0,121.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,169600.0,48225.0,0.0,0.0,0.3918706,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740614400,1740700800,2025-02-27T00:00:00+00:00,2025-02-28T00:00:00+00:00,49794.0,4507.0,63.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,4736.0,45058.0,0.0,0.0,0.3918706,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740700800,1740787200,2025-02-28T00:00:00+00:00,2025-03-01T00:00:00+00:00,363387.0,8379.0,230.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,249088.0,114299.0,0.0,0.0,0.7011535000000002,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740700800,1740787200,2025-02-28T00:00:00+00:00,2025-03-01T00:00:00+00:00,106992.0,7556.0,124.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,4352.0,102640.0,0.0,0.0,0.7011535000000002,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1740787200,1740873600,2025-03-01T00:00:00+00:00,2025-03-02T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1740873600,1740960000,2025-03-02T00:00:00+00:00,2025-03-03T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1740960000,1741046399,2025-03-03T00:00:00+00:00,2025-03-03T23:59:59+00:00,52887.0,3514.0,48.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,3584.0,49303.0,0.0,0.0,,,,,,
1740960000,1741046399,2025-03-03T00:00:00+00:00,2025-03-03T23:59:59+00:00,184915.0,6661.0,142.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,45952.0,138963.0,0.0,0.0,,,,,,
1740960000,1741046400,2025-03-03T00:00:00+00:00,2025-03-04T00:00:00+00:00,,,,,,,,,,,,,,0.4812301499999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741046400,1741132800,2025-03-04T00:00:00+00:00,2025-03-05T00:00:00+00:00,197564.0,6302.0,151.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,94208.0,103356.0,0.0,0.0,0.4414615499999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741046400,1741132800,2025-03-04T00:00:00+00:00,2025-03-05T00:00:00+00:00,10869.0,1102.0,22.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,10869.0,0.0,0.0,0.4414615499999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741132800,1741219200,2025-03-05T00:00:00+00:00,2025-03-06T00:00:00+00:00,11639.0,227.0,8.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,4480.0,7159.0,0.0,0.0,0.0266648,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741132800,1741219200,2025-03-05T00:00:00+00:00,2025-03-06T00:00:00+00:00,4506.0,369.0,3.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,4506.0,0.0,0.0,0.0266648,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741219200,1741305600,2025-03-06T00:00:00+00:00,2025-03-07T00:00:00+00:00,106388.0,3016.0,81.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,53376.0,53012.0,0.0,0.0,0.23265945,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741219200,1741305600,2025-03-06T00:00:00+00:00,2025-03-07T00:00:00+00:00,14303.0,1840.0,13.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,14303.0,0.0,0.0,0.23265945,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741305600,1741392000,2025-03-07T00:00:00+00:00,2025-03-08T00:00:00+00:00,51268.0,1540.0,39.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,22016.0,29252.0,0.0,0.0,0.11656525,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741305600,1741392000,2025-03-07T00:00:00+00:00,2025-03-08T00:00:00+00:00,1803.0,408.0,10.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,1803.0,0.0,0.0,0.11656525,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741392000,1741478400,2025-03-08T00:00:00+00:00,2025-03-09T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1741478400,1741564800,2025-03-09T00:00:00+00:00,2025-03-10T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1741564800,1741651200,2025-03-10T00:00:00+00:00,2025-03-11T00:00:00+00:00,22038.0,654.0,17.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,16128.0,5910.0,0.0,0.0,0.0417525,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741564800,1741651200,2025-03-10T00:00:00+00:00,2025-03-11T00:00:00+00:00,654.0,299.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,654.0,0.0,0.0,0.0417525,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741651200,1741737600,2025-03-11T00:00:00+00:00,2025-03-12T00:00:00+00:00,15161.0,2653.0,34.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,2176.0,12985.0,0.0,0.0,0.22875775,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741651200,1741737600,2025-03-11T00:00:00+00:00,2025-03-12T00:00:00+00:00,119306.0,3335.0,80.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,85248.0,34058.0,0.0,0.0,0.22875775,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741737600,1741824000,2025-03-12T00:00:00+00:00,2025-03-13T00:00:00+00:00,32001.0,1265.0,23.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,18432.0,13569.0,0.0,0.0,0.070295,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741737600,1741824000,2025-03-12T00:00:00+00:00,2025-03-13T00:00:00+00:00,1242.0,827.0,7.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,1242.0,0.0,0.0,0.070295,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741824000,1741910400,2025-03-13T00:00:00+00:00,2025-03-14T00:00:00+00:00,7244.0,1055.0,16.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,7244.0,0.0,0.0,0.1228596,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741824000,1741910400,2025-03-13T00:00:00+00:00,2025-03-14T00:00:00+00:00,60824.0,1932.0,40.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,40192.0,20632.0,0.0,0.0,0.1228596,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741910400,1741996800,2025-03-14T00:00:00+00:00,2025-03-15T00:00:00+00:00,121700.0,3981.0,93.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,80768.0,40932.0,0.0,0.0,0.2455876,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741910400,1741996800,2025-03-14T00:00:00+00:00,2025-03-15T00:00:00+00:00,5352.0,2808.0,58.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,5352.0,0.0,0.0,0.2455876,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741996800,1742083200,2025-03-15T00:00:00+00:00,2025-03-16T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1742083200,1742169600,2025-03-16T00:00:00+00:00,2025-03-17T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1742169600,1742256000,2025-03-17T00:00:00+00:00,2025-03-18T00:00:00+00:00,2808.0,369.0,6.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,2808.0,0.0,0.0,0.0284551,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742169600,1742256000,2025-03-17T00:00:00+00:00,2025-03-18T00:00:00+00:00,13433.0,271.0,9.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,6784.0,6649.0,0.0,0.0,0.0284551,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742256000,1742342400,2025-03-18T00:00:00+00:00,2025-03-19T00:00:00+00:00,3603.0,1107.0,29.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,3603.0,0.0,0.0,0.22101715,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742256000,1742342400,2025-03-18T00:00:00+00:00,2025-03-19T00:00:00+00:00,101809.0,2817.0,75.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,50304.0,51505.0,0.0,0.0,0.22101715,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742342400,1742428800,2025-03-19T00:00:00+00:00,2025-03-20T00:00:00+00:00,246.0,54.0,2.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,246.0,0.0,0.0,0.0111292999999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742342400,1742428800,2025-03-19T00:00:00+00:00,2025-03-20T00:00:00+00:00,4872.0,144.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,2048.0,2824.0,0.0,0.0,0.0111292999999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742428800,1742515200,2025-03-20T00:00:00+00:00,2025-03-21T00:00:00+00:00,40290.0,1295.0,32.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,22912.0,17378.0,0.0,0.0,0.08627175,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742428800,1742515200,2025-03-20T00:00:00+00:00,2025-03-21T00:00:00+00:00,2181.0,1516.0,18.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,2181.0,0.0,0.0,0.08627175,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742515200,1742601600,2025-03-21T00:00:00+00:00,2025-03-22T00:00:00+00:00,10382.0,1306.0,16.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,10382.0,0.0,0.0,0.0611709,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742515200,1742601600,2025-03-21T00:00:00+00:00,2025-03-22T00:00:00+00:00,29752.0,877.0,24.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,19456.0,10296.0,0.0,0.0,0.0611709,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742601600,1742688000,2025-03-22T00:00:00+00:00,2025-03-23T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1742688000,1742774400,2025-03-23T00:00:00+00:00,2025-03-24T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1742774400,1742860800,2025-03-24T00:00:00+00:00,2025-03-25T00:00:00+00:00,9055.0,1081.0,28.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,9055.0,0.0,0.0,0.19710435,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742774400,1742860800,2025-03-24T00:00:00+00:00,2025-03-25T00:00:00+00:00,98955.0,2147.0,70.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,59008.0,39947.0,0.0,0.0,0.19710435,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742860800,1742947200,2025-03-25T00:00:00+00:00,2025-03-26T00:00:00+00:00,154252.0,4193.0,112.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,73344.0,80908.0,0.0,0.0,0.3410793,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742860800,1742947200,2025-03-25T00:00:00+00:00,2025-03-26T00:00:00+00:00,21198.0,3366.0,68.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,21198.0,0.0,0.0,0.3410793,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742947200,1743033600,2025-03-26T00:00:00+00:00,2025-03-27T00:00:00+00:00,22847.0,2694.0,57.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,22847.0,0.0,0.0,0.28350095,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742947200,1743033600,2025-03-26T00:00:00+00:00,2025-03-27T00:00:00+00:00,136787.0,3393.0,96.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,77952.0,58835.0,0.0,0.0,0.28350095,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743033600,1743120000,2025-03-27T00:00:00+00:00,2025-03-28T00:00:00+00:00,67200.0,1845.0,50.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,33920.0,33280.0,0.0,0.0,0.14811005,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743033600,1743120000,2025-03-27T00:00:00+00:00,2025-03-28T00:00:00+00:00,19879.0,1797.0,37.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,19879.0,0.0,0.0,0.14811005,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743120000,1743206400,2025-03-28T00:00:00+00:00,2025-03-29T00:00:00+00:00,19248.0,551.0,15.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,6400.0,12848.0,0.0,0.0,0.0458412,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743120000,1743206400,2025-03-28T00:00:00+00:00,2025-03-29T00:00:00+00:00,832.0,144.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,832.0,0.0,0.0,0.0458412,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743206400,1743292800,2025-03-29T00:00:00+00:00,2025-03-30T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1743292800,1743379200,2025-03-30T00:00:00+00:00,2025-03-31T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1743379200,1743465600,2025-03-31T00:00:00+00:00,2025-04-01T00:00:00+00:00,2602.0,64.0,2.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,2602.0,0.0,0.0,0.00720485,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743379200,1743465600,2025-03-31T00:00:00+00:00,2025-04-01T00:00:00+00:00,207.0,48.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,207.0,0.0,0.0,0.00720485,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743465600,1743552000,2025-04-01T00:00:00+00:00,2025-04-02T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1743552000,1743638400,2025-04-02T00:00:00+00:00,2025-04-03T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1743638400,1743724799,2025-04-03T00:00:00+00:00,2025-04-03T23:59:59+00:00,,,,,,,,,,,,,,,,,,,
1743638400,1743724800,2025-04-03T00:00:00+00:00,2025-04-04T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1743724800,1743811200,2025-04-04T00:00:00+00:00,2025-04-05T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1743811200,1743897600,2025-04-05T00:00:00+00:00,2025-04-06T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1743897600,1743984000,2025-04-06T00:00:00+00:00,2025-04-07T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1743984000,1744070400,2025-04-07T00:00:00+00:00,2025-04-08T00:00:00+00:00,793.0,40.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,793.0,0.0,0.0,0.00352795,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743984000,1744070400,2025-04-07T00:00:00+00:00,2025-04-08T00:00:00+00:00,1266.0,22.0,1.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,0.0,1266.0,0.0,0.0,0.00352795,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1744070400,1744156800,2025-04-08T00:00:00+00:00,2025-04-09T00:00:00+00:00,13626.0,436.0,10.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-2024-08-06,,default,6912.0,6714.0,0.0,0.0,0.02731225,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1744070400,1744156800,2025-04-08T00:00:00+00:00,2025-04-09T00:00:00+00:00,1481.0,296.0,4.0,proj_EEBJXAb4eEmZvcjogdu3AP0B,user-lhSeY1GZnOOea3rhkPk6QlSz,key_SiQ4xMf34gLu1U1p,gpt-4o-mini-2024-07-18,,default,0.0,1481.0,0.0,0.0,0.02731225,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1744156800,1744243200,2025-04-09T00:00:00+00:00,2025-04-10T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1744243200,1744329600,2025-04-10T00:00:00+00:00,2025-04-11T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
1744329600,1744416000,2025-04-11T00:00:00+00:00,2025-04-12T00:00:00+00:00,,,,,,,,,,,,,,,,,,,
